50_word_description,S3_URL
"black lingerie, bra, underwear, sensual, relaxed pose, couch, setting, indoor, intimate, lounging, black hair, arm behind head, smooth skin, tan complexion, seductive, elegant, reclining, exposed midriff, suggestive, allure, body contours, femininity, pose, seductive, relaxed, comfort, style, fashion, posture, elegant, relaxation, private space, alluring, refined, peaceful, beauty, apparel, aesthetic, modern, softness, sophistication, glamorous, striking, lounging, secluded, atmosphere, ambient, evening, tranquility",https://futraichat.s3.ap-south-1.amazonaws.com/Copyofa35d058992e3472881af9b73b71a4e39.jpeg
"sitting, beach, rocks, ocean, waves, white bikini, two-piece swimsuit, beachwear, brunette hair, long hair, earrings, relaxed, leisure, sunlight, sandy shore, coastal view, outdoor, summer, casual, fashionable, carefree, sunny, holiday, vacation, tan skin, posing, sunny day, seaside, bare skin, suntan, swimwear, bathing suit, backless, tied bikini, straps, curve, summer attire, scenic settings, nature, tranquility, peaceful, lounging, beauty, tropical, alluring, sunlight exposure, embracing nature, shoreline, pristine, clear sky, sea, serene",https://futraichat.s3.ap-south-1.amazonaws.com/814128afad8543c3ba1371028d41223c.jpg
"beach, tropical, orange bikini, swimwear, palms, sunshade, vacation, relaxation, outdoor, wooden chairs, cafe, leisure, sunbathing, vibrant, summer, resort, ocean, sea, sunlit, casual, confident posture, standing, one hand across chest, decor, exotic, sunny day, woven roof, hut-like structure, sun rays, warmth, refreshing, body language, tranquil, sunny atmosphere, smile implied, travel, sunny disposition, coastal, island vibes, sun shelter, natural, carefree, tropical setting, vibrant greenery, retreat, getaway, island life",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_PB_2.MP4
"black, lingerie, leather, bikini, dark, night, standing, indoor, warehouse, seductive, confident, walking, boots, thigh-high, gloves, gold accent, smoky, mysterious, fashion, provocative, alluring, spotlighted, fierce, empowered, runway, performance, posing, shadows, elegant, bold, dramatic, captivating, striking, fashion-forward, daring, intense, poised, fashionable, strong, stylish, introduction, impactful, commanding, confident, poised, confident, fierce",https://futraichat.s3.ap-south-1.amazonaws.com/IMG_6191.JPG
"silk, satin, gold, nightwear, lingerie, indoor, lying, resting, relaxed, seductive, sensual pose, bed, bedroom, soft lighting, nighttime, luxurious, smooth texture, comfortable, intimate setting, elegant, alluring, cozy, softness, relaxed posture, graceful, woman, dark hair, long hair, sleeveless, shiny, night, intimate, peaceful, cozy ambiance, gentle, serene, calm, plush fabric, outward arm, atmosphere, unwinding, highlighting",https://futraichat.s3.ap-south-1.amazonaws.com/8580216f0e744c4183705abf72ae4a7e.jpg
"AI Mallika, wearing lingerie, black and silver outfit, mesh fabric, embellished design, rhinestones, thigh high boots, sitting, bedroom, pink curtains, red pillow, white sheets, bracelet, long wavy hair, luxurious, seductive, shiny accents, alluring, glamorous, elegant, stylish, confident, suggestive, intimate, risqué, high heels, jewelry, posed, interior setting, sensual atmosphere, feminine, modern burlesque, daring fashion, captivating, detailed, intricate patterns, beauty, soft lighting, alluring presence",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium6.jpg
"brown leather corset, tight fit, leather pants, dark brown color, indoors, dark lighting, standing, leaning on chair, red nail polish, black hair, wavy hairstyle, seductive pose, exposed cleavage, confident expression, fashion, modern, stylish, bold style, comfortable, relaxed, trendy, elegant, casual setting, contemporary interior, strong posture, alluring, attractive, poised, inviting, smooth texture, daring outfit, striking presence, aesthetic choice, understated elegance, minimalistic background, innovative design, artistic composition, polished look, subtle details",https://futraichat.s3.ap-south-1.amazonaws.com/49edbd2613064811b6e8073ca77ac9f7.jpg
"black bikini,black bra,black panties,thigh-high boots,shiny boots,latex boots,high heels,golden throne,ornate chair,gold chair,golden armrests,indoor,setting,dark background,sitting pose,hands on armrests,relaxed,female figure,sensual appearance,provocative,confident,alluring,body language,posing,legs crossed,long hair,voluminous hair,brown hair,leather seat,graphic detail,elegant setting,dramatic lighting,strong posture,arched back,bold atmosphere,intimate environment,luxury,sophisticated,erotic style,detailed design,regal theme,striking look,soft shadows,warm lighting,curved shapes,geometric patterns,smooth texture,complex craftsmanship,harmonious blend,solid structure,strong symmetry",https://futraichat.s3.ap-south-1.amazonaws.com/a5e4088637544187a877e9e339a685f3.jpg
"black robe, lace lingerie, holding drink, seductive, fireplace, ambient lighting, dark hair, long hair, bracelet, sitting, intricate wallpaper, sensual, gold detailing, brown background, cozy environment, night, relaxed pose, low-cut, revealing outfit, warm glow, intimate setting, smooth skin, calm, chest, hand holding glass, alcohol, drink, robe tied at waist, lace details, left hand, right hand, classic look, wood panel, fall setting, home environment, soft lighting, night view, open front robe, sitting room, dark setting, privacy",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium22.jpg
"red, lingerie, bra, panties, chair, armchair, sitting, posing, pouring, champagne, sensual, glamorous, seductive, sparkles, luxurious, interior, thigh-high, glam, confidence, bold, dripping, fluid, fashion, luxury, intimate, lace, erotic, provocative, allure, shiny, chest, intimate apparel, relaxed, velvet, comfortable, living room, barefoot, spotlight, focus, elegance, sophisticated, body, slim, hand, resting, ambiance, nude, composition, sultry, position, pose",https://futraichat.s3.ap-south-1.amazonaws.com/16906b541f924e45933b1400f3355fee.jpg
"black, leather, corset, lingerie, revealing, straps, tied, seductive, bar, nightclub, nighttime, covert, wooden, background, sexy, pose, hand, countertop, standing, indoors, nightspot, entertainment, alluring, elegant, striking, mysterious, enticing, captivating, outfit, attire, undergarment, intimate, look, decoration, atmosphere, dimly, lighted, intricate, design, provocative, thigh-high, boots, suggestive, posture, appealing, countertop, sensual, setting, signature",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium9.jpg
"black, lingerie, thong style, sheer, minimal coverage, bracelet, black sofa, curvy, lounge, posing, seductive stance, fashion photography, glossy surface, small ring, finger jewelry, strong shadows, artificial lighting, long wavy hair, dimly lit, glamorous, night setting, head turned, upper arm exposed, posing on sofa edge, neon highlight, left hand on sofa, nude makeup, modern furniture, intimate, right arm bent, slightly bent posture, shiny hair, black background, party, night club, elegance, allure, mystery, tight fit, sleek, nighttime, late hours, dramatic contrast, body silhouette, fashion model",https://futraichat.s3.ap-south-1.amazonaws.com/1e7565565ca84158a0051bd8c5ae8e69.jpg
"red lingerie, lace bra, lace thong, sitting pose, arm resting, elegant posture, clinic setting, medical equipment, dim lighting, indoor environment, relaxed body language, seductive pose, long curly hair, tan skin, ambient light, hospital room, sultry atmosphere, confident posture, relaxed ambiance, accessories, jewelry, sexy attire, red underwear, hospital lab, medical backdrop, alluring stance, sensual imagery, intimate wear, daring outfit, provocative attire, exudes confidence, intimate environment, bold style, leg accentuation, seductive expression, flirtatious aura, calm posture, captivating aura, alluring presence, poised demeanor, dramatic lighting",https://futraichat.s3.ap-south-1.amazonaws.com/Copyof9ffd8ea4cfa44345b9415a3206b52cf7.jpg
